[80,0.54,0.6,0.85,True,300,10,10],  1.2379387193069484, -0.00734598283976768, 84.25957059178883, 0.023301556006078517, -0.01927123041441469-0.01309893853023794i, 5.916066292896468e-05+0.0i
 1.3695075819053462, -0.00015307660667052334, 4473.275217202278, 5.77996013402026, -5.306779183724554-2.2904221982095896i, 1.5772548608066983e-08+0.0i
 1.373048280006778, -0.0001127973037207462, 6086.352398130243, 6.939923103877866, 6.927427430790991+0.4162714004856969i, 1.23831200678805e-08+0.0i
 1.4794125488932348, -0.011884906610420914, 62.239132261925285, 1.7850346938750483, -1.7214763230826082+0.47208910960068895i, 1.6803062046841996e-06+0.0i
 1.233394344258054, -0.00862807826782995, 71.47561171627302, 0.06013698838569128, 0.05970153639744811-0.007223844121030468i, 5.578857751197089e-05+0.0i
 1.3695144391334124, -0.00014143978068930185, 4841.334002566787, 5.7128847875370745, -5.219807800566707+2.321779300626028i, 2.861908360887942e-08+0.0i
 1.3730619280929857, -0.00012212975667040232, 5621.324260059473, 6.99059599292094, -6.969534173543726+0.542241403849304i, 2.2468572094886593e-08+0.0i
 1.4817658976702694, -0.013060063754964088, 56.72889219652756, 2.177962097156797, 2.0550779452690437+0.7212305702896944i, 2.7751440514393176e-06+0.0i
[80,0.535,0.6,0.85,True,300,10,10],  1.2372386374589561, -0.005436386478381165, 113.79237314888053, 0.018186877724435335, -0.01636311446468266-0.007937947239636667i, 4.4536956142171557e-05+0.0i
 1.3694717865902204, -0.00015348820678194426, 4461.162897471937, 5.80610029795656, -5.322628609309758-2.3195743914107445i, 1.5383770340472685e-08+0.0i
 1.3730927237255275, -0.00011209506640406904, 6124.679558937682, 6.981234989117884, 6.971137875039837+0.3753381148629241i, 1.2062629403960416e-08+0.0i
 1.4796585564522586, -0.011976662671541634, 61.77257375579892, 1.8287641422589842, -1.737688154014904+0.569928212504446i, 1.6170482785380833e-06+0.0i
 1.2335938649532998, -0.008997435902500798, 68.55252309218606, 0.062484321826568066, 0.062017958426648916-0.007619928261904891i, 5.948266785122366e-05+0.0i
 1.3694781931708988, -0.00014375161690029808, 4763.348832871664, 5.752863921082924, -5.251342530732278+2.3492221945614062i, 2.5433446145085964e-08+0.0i
 1.3731045365874563, -0.00012117422400531529, 5665.827645519831, 7.033518778246478, -7.016729650767743+0.48568653675248186i, 1.9634058654739787e-08+0.0i
 1.4821507588769571, -0.01302474745111896, 56.897485515146215, 2.140214841693691, 2.042494357517882+0.6393249315595053i, 2.8163179498356923e-06+0.0i
